Homolog.gene.primaryIdentifier,Homolog.gene.organism.shortName,Homolog.ortholog_gene.primaryIdentifier,Homolog.ortholog_gene.organism.shortName,Homolog.relationship
Potri.004G088900,P. trichocarpa,AT5G37800,A. thaliana,many-to-many
Potri.004G089100,P. trichocarpa,AT1G66460,A. thaliana,many-to-many
Potri.004G089100,P. trichocarpa,AT5G37790,A. thaliana,many-to-many
Potri.004G089200,P. trichocarpa,AT3G03430,A. thaliana,many-to-many
Potri.004G089200,P. trichocarpa,AT5G17480,A. thaliana,many-to-many
Potri.004G089300,P. trichocarpa,AT1G66430,A. thaliana,many-to-one
Potri.004G089400,P. trichocarpa,AT1G66400,A. thaliana,many-to-many
Potri.004G089400,P. trichocarpa,AT5G37770,A. thaliana,many-to-many
Potri.004G089700,P. trichocarpa,AT5G37730,A. thaliana,many-to-one
Potri.004G090400,P. trichocarpa,AT5G03900,A. thaliana,one-to-one
Potri.004G090500,P. trichocarpa,AT2G36230,A. thaliana,many-to-one
Potri.004G090700,P. trichocarpa,AT5G16715,A. thaliana,many-to-one
Potri.004G090800,P. trichocarpa,AT1G66345,A. thaliana,one-to-one
Potri.004G091000,P. trichocarpa,AT5G37830,A. thaliana,one-to-one
Potri.004G091200,P. trichocarpa,AT1G07790,A. thaliana,many-to-many
Potri.004G091200,P. trichocarpa,AT2G28720,A. thaliana,many-to-many
Potri.004G091200,P. trichocarpa,AT3G45980,A. thaliana,many-to-many
Potri.004G091200,P. trichocarpa,AT3G46030,A. thaliana,many-to-many
Potri.004G091200,P. trichocarpa,AT5G59910,A. thaliana,many-to-many
Potri.004G091300,P. trichocarpa,AT3G28580,A. thaliana,many-to-many
Potri.004G091300,P. trichocarpa,AT5G40010,A. thaliana,many-to-many
Potri.004G091400,P. trichocarpa,AT1G07790,A. thaliana,many-to-many
Potri.004G091400,P. trichocarpa,AT2G28720,A. thaliana,many-to-many
Potri.004G091400,P. trichocarpa,AT3G45980,A. thaliana,many-to-many
Potri.004G091400,P. trichocarpa,AT3G46030,A. thaliana,many-to-many
Potri.004G091400,P. trichocarpa,AT5G59910,A. thaliana,many-to-many
Potri.004G091500,P. trichocarpa,AT3G28580,A. thaliana,many-to-many
Potri.004G091500,P. trichocarpa,AT5G40010,A. thaliana,many-to-many
Potri.004G091600,P. trichocarpa,AT5G17460,A. thaliana,one-to-one
Potri.004G091900,P. trichocarpa,AT1G66650,A. thaliana,many-to-many
Potri.004G091900,P. trichocarpa,AT1G66660,A. thaliana,many-to-many
Potri.004G091900,P. trichocarpa,AT5G37930,A. thaliana,many-to-many
Potri.004G092100,P. trichocarpa,AT1G66670,A. thaliana,one-to-one
Potri.004G092400,P. trichocarpa,AT5G18420,A. thaliana,many-to-one
Potri.004G092500,P. trichocarpa,AT5G23530,A. thaliana,one-to-one
Potri.004G092900,P. trichocarpa,AT5G61060,A. thaliana,one-to-one
Potri.004G093400,P. trichocarpa,AT2G04040,A. thaliana,many-to-many
Potri.004G093400,P. trichocarpa,AT2G04050,A. thaliana,many-to-many
Potri.004G093400,P. trichocarpa,AT2G04070,A. thaliana,many-to-many
Potri.004G093400,P. trichocarpa,AT2G04080,A. thaliana,many-to-many
Potri.004G093400,P. trichocarpa,AT2G04090,A. thaliana,many-to-many
Potri.004G093400,P. trichocarpa,AT2G04100,A. thaliana,many-to-many
Potri.004G093500,P. trichocarpa,AT2G01275,A. thaliana,many-to-one
Potri.004G093600,P. trichocarpa,AT1G77840,A. thaliana,many-to-one
Potri.004G093800,P. trichocarpa,AT3G29590,A. thaliana,many-to-many
Potri.004G093800,P. trichocarpa,AT3G29635,A. thaliana,many-to-many
Potri.004G093800,P. trichocarpa,AT5G39050,A. thaliana,many-to-many
Potri.004G093800,P. trichocarpa,AT5G39080,A. thaliana,many-to-many
Potri.004G093800,P. trichocarpa,AT5G39090,A. thaliana,many-to-many
Potri.004G094000,P. trichocarpa,AT3G03280,A. thaliana,many-to-many
Potri.004G094000,P. trichocarpa,AT5G17350,A. thaliana,many-to-many
Potri.004G094200,P. trichocarpa,AT1G66730,A. thaliana,one-to-one
Potri.004G094400,P. trichocarpa,AT1G66740,A. thaliana,many-to-many
Potri.004G094400,P. trichocarpa,AT5G38110,A. thaliana,many-to-many
Potri.004G094500,P. trichocarpa,AT1G60640,A. thaliana,many-to-one
Potri.004G094600,P. trichocarpa,AT5G17380,A. thaliana,one-to-one
Potri.004G094700,P. trichocarpa,AT2G04040,A. thaliana,many-to-many
Potri.004G094700,P. trichocarpa,AT2G04050,A. thaliana,many-to-many
Potri.004G094700,P. trichocarpa,AT2G04070,A. thaliana,many-to-many
Potri.004G094700,P. trichocarpa,AT2G04080,A. thaliana,many-to-many
Potri.004G094700,P. trichocarpa,AT2G04090,A. thaliana,many-to-many
Potri.004G094700,P. trichocarpa,AT2G04100,A. thaliana,many-to-many
Potri.004G094900,P. trichocarpa,AT2G04040,A. thaliana,many-to-many
Potri.004G094900,P. trichocarpa,AT2G04050,A. thaliana,many-to-many
Potri.004G094900,P. trichocarpa,AT2G04070,A. thaliana,many-to-many
Potri.004G094900,P. trichocarpa,AT2G04080,A. thaliana,many-to-many
Potri.004G094900,P. trichocarpa,AT2G04090,A. thaliana,many-to-many
Potri.004G094900,P. trichocarpa,AT2G04100,A. thaliana,many-to-many
Potri.004G095000,P. trichocarpa,AT2G34260,A. thaliana,many-to-one
Potri.004G095100,P. trichocarpa,AT1G66810,A. thaliana,many-to-one
Potri.004G095300,P. trichocarpa,AT1G72690,A. thaliana,many-to-one
Potri.004G095400,P. trichocarpa,AT3G02600,A. thaliana,many-to-one
Potri.004G095600,P. trichocarpa,AT5G16220,A. thaliana,many-to-one
Potri.004G095800,P. trichocarpa,AT1G66840,A. thaliana,many-to-many
Potri.004G095800,P. trichocarpa,AT5G38150,A. thaliana,many-to-many
Potri.004G095900,P. trichocarpa,AT5G16210,A. thaliana,one-to-one
Potri.004G096000,P. trichocarpa,AT1G48750,A. thaliana,many-to-many
Potri.004G096000,P. trichocarpa,AT3G18280,A. thaliana,many-to-many
Potri.004G096100,P. trichocarpa,AT3G29690,A. thaliana,many-to-one
Potri.004G096200,P. trichocarpa,AT3G29690,A. thaliana,many-to-one
Potri.004G096300,P. trichocarpa,AT3G29590,A. thaliana,many-to-many
Potri.004G096300,P. trichocarpa,AT3G29635,A. thaliana,many-to-many
Potri.004G096300,P. trichocarpa,AT5G39050,A. thaliana,many-to-many
Potri.004G096300,P. trichocarpa,AT5G39080,A. thaliana,many-to-many
Potri.004G096300,P. trichocarpa,AT5G39090,A. thaliana,many-to-many
Potri.004G096500,P. trichocarpa,AT1G66940,A. thaliana,many-to-one
Potri.004G096600,P. trichocarpa,AT1G66880,A. thaliana,many-to-one
Potri.004G096900,P. trichocarpa,AT1G66880,A. thaliana,many-to-one
Potri.004G097000,P. trichocarpa,AT1G66910,A. thaliana,many-to-many
Potri.004G097000,P. trichocarpa,AT1G66930,A. thaliana,many-to-many
Potri.004G097000,P. trichocarpa,AT1G67000,A. thaliana,many-to-many
Potri.004G097000,P. trichocarpa,AT5G38260,A. thaliana,many-to-many
Potri.004G097100,P. trichocarpa,AT1G66880,A. thaliana,many-to-one
Potri.004G097200,P. trichocarpa,AT1G66890,A. thaliana,many-to-one
Potri.004G097300,P. trichocarpa,AT5G38220,A. thaliana,many-to-one
Potri.004G097400,P. trichocarpa,AT2G27500,A. thaliana,many-to-one
Potri.004G097500,P. trichocarpa,AT3G02580,A. thaliana,many-to-one
Potri.004G097600,P. trichocarpa,AT2G19220,A. thaliana,many-to-many
Potri.004G097600,P. trichocarpa,AT3G11290,A. thaliana,many-to-many
Potri.004G097600,P. trichocarpa,AT3G11310,A. thaliana,many-to-many
Potri.004G097600,P. trichocarpa,AT5G05800,A. thaliana,many-to-many
Potri.004G097700,P. trichocarpa,AT5G16170,A. thaliana,many-to-one
Potri.004G097800,P. trichocarpa,AT5G16150,A. thaliana,many-to-one
Potri.004G097900,P. trichocarpa,AT1G67030,A. thaliana,many-to-one
Potri.004G098100,P. trichocarpa,AT5G16140,A. thaliana,one-to-many
Potri.004G098100,P. trichocarpa,AT5G38290,A. thaliana,one-to-many
Potri.004G098200,P. trichocarpa,AT1G67035,A. thaliana,many-to-many
Potri.004G098200,P. trichocarpa,AT5G38300,A. thaliana,many-to-many
Potri.004G098300,P. trichocarpa,AT1G67040,A. thaliana,many-to-one
Potri.004G098700,P. trichocarpa,AT1G67050,A. thaliana,many-to-one
Potri.004G098800,P. trichocarpa,AT1G67060,A. thaliana,many-to-one
Potri.004G099000,P. trichocarpa,AT2G18410,A. thaliana,many-to-one
Potri.004G099100,P. trichocarpa,AT1G67070,A. thaliana,many-to-many
Potri.004G099100,P. trichocarpa,AT3G02570,A. thaliana,many-to-many
Potri.004G099200,P. trichocarpa,AT3G02560,A. thaliana,many-to-many
Potri.004G099200,P. trichocarpa,AT5G16130,A. thaliana,many-to-many
Potri.004G099300,P. trichocarpa,AT5G38360,A. thaliana,one-to-one
Potri.004G099500,P. trichocarpa,AT1G67080,A. thaliana,many-to-one
Potri.004G099600,P. trichocarpa,AT2G33720,A. thaliana,many-to-one
Potri.004G099800,P. trichocarpa,AT5G16110,A. thaliana,many-to-one
Potri.004G100000,P. trichocarpa,AT1G67090,A. thaliana,many-to-many
Potri.004G100000,P. trichocarpa,AT5G38410,A. thaliana,many-to-many
Potri.004G100000,P. trichocarpa,AT5G38420,A. thaliana,many-to-many
Potri.004G100000,P. trichocarpa,AT5G38430,A. thaliana,many-to-many
Potri.004G100100,P. trichocarpa,AT3G02550,A. thaliana,many-to-one
Potri.004G100400,P. trichocarpa,AT1G67110,A. thaliana,many-to-many
Potri.004G100400,P. trichocarpa,AT5G38450,A. thaliana,many-to-many
Potri.004G100500,P. trichocarpa,AT5G38460,A. thaliana,many-to-one
Potri.004G100700,P. trichocarpa,AT3G02540,A. thaliana,many-to-one
Potri.004G101100,P. trichocarpa,AT3G02280,A. thaliana,one-to-one
Potri.004G101200,P. trichocarpa,AT1G67140,A. thaliana,one-to-one
Potri.004G101400,P. trichocarpa,AT5G16080,A. thaliana,many-to-one
Potri.004G101500,P. trichocarpa,AT3G02530,A. thaliana,many-to-many
Potri.004G101500,P. trichocarpa,AT5G16070,A. thaliana,many-to-many
Potri.004G101700,P. trichocarpa,AT3G02520,A. thaliana,many-to-many
Potri.004G101700,P. trichocarpa,AT5G16050,A. thaliana,many-to-many
Potri.004G101800,P. trichocarpa,AT3G02510,A. thaliana,many-to-many
Potri.004G101800,P. trichocarpa,AT5G16040,A. thaliana,many-to-many
Potri.004G102000,P. trichocarpa,AT4G05160,A. thaliana,many-to-one
Potri.004G102100,P. trichocarpa,AT5G38660,A. thaliana,many-to-one
Potri.004G102200,P. trichocarpa,AT3G02500,A. thaliana,many-to-many
Potri.004G102200,P. trichocarpa,AT5G16030,A. thaliana,many-to-many
Potri.004G102500,P. trichocarpa,AT1G13280,A. thaliana,many-to-many
Potri.004G102500,P. trichocarpa,AT3G25760,A. thaliana,many-to-many
Potri.004G102500,P. trichocarpa,AT3G25770,A. thaliana,many-to-many
Potri.004G102500,P. trichocarpa,AT3G25780,A. thaliana,many-to-many
Potri.004G102700,P. trichocarpa,AT1G52640,A. thaliana,one-to-one
Potri.004G103100,P. trichocarpa,AT3G29590,A. thaliana,many-to-many
Potri.004G103100,P. trichocarpa,AT3G29635,A. thaliana,many-to-many
Potri.004G103100,P. trichocarpa,AT5G39050,A. thaliana,many-to-many
Potri.004G103100,P. trichocarpa,AT5G39080,A. thaliana,many-to-many
Potri.004G103100,P. trichocarpa,AT5G39090,A. thaliana,many-to-many
Potri.004G103200,P. trichocarpa,AT3G29590,A. thaliana,many-to-many
Potri.004G103200,P. trichocarpa,AT3G29635,A. thaliana,many-to-many
Potri.004G103200,P. trichocarpa,AT5G39050,A. thaliana,many-to-many
Potri.004G103200,P. trichocarpa,AT5G39080,A. thaliana,many-to-many
Potri.004G103200,P. trichocarpa,AT5G39090,A. thaliana,many-to-many
Potri.004G103300,P. trichocarpa,AT3G29590,A. thaliana,many-to-many
Potri.004G103300,P. trichocarpa,AT3G29635,A. thaliana,many-to-many
Potri.004G103300,P. trichocarpa,AT5G39050,A. thaliana,many-to-many
Potri.004G103300,P. trichocarpa,AT5G39080,A. thaliana,many-to-many
Potri.004G103300,P. trichocarpa,AT5G39090,A. thaliana,many-to-many
Potri.004G103400,P. trichocarpa,AT3G09085,A. thaliana,many-to-one
Potri.004G103700,P. trichocarpa,AT5G38640,A. thaliana,many-to-one
Potri.004G103800,P. trichocarpa,AT5G38630,A. thaliana,many-to-one
Potri.004G104100,P. trichocarpa,ATCG00840,A. thaliana,one-to-many
Potri.004G104100,P. trichocarpa,ATCG01300,A. thaliana,one-to-many
Potri.004G104400,P. trichocarpa,AT1G67210,A. thaliana,many-to-many
Potri.004G104400,P. trichocarpa,AT5G38600,A. thaliana,many-to-many
Potri.004G104500,P. trichocarpa,AT5G16020,A. thaliana,one-to-one
Potri.004G104800,P. trichocarpa,AT3G02410,A. thaliana,many-to-many
Potri.004G104800,P. trichocarpa,AT5G15860,A. thaliana,many-to-many
Potri.004G104900,P. trichocarpa,AT3G02420,A. thaliana,many-to-one
Potri.004G105200,P. trichocarpa,AT5G38560,A. thaliana,many-to-one
Potri.004G105300,P. trichocarpa,AT5G15870,A. thaliana,one-to-one
Potri.004G105400,P. trichocarpa,AT5G15880,A. thaliana,many-to-one
Potri.004G105700,P. trichocarpa,AT5G15900,A. thaliana,one-to-one
Potri.004G106000,P. trichocarpa,AT1G67180,A. thaliana,one-to-one
Potri.004G106100,P. trichocarpa,AT1G61600,A. thaliana,one-to-one
Potri.004G106200,P. trichocarpa,AT3G30841,A. thaliana,many-to-many
Potri.004G106200,P. trichocarpa,AT4G09520,A. thaliana,many-to-many
Potri.004G106400,P. trichocarpa,AT3G30775,A. thaliana,many-to-many
Potri.004G106400,P. trichocarpa,AT5G38710,A. thaliana,many-to-many
Potri.004G106500,P. trichocarpa,AT3G02450,A. thaliana,one-to-one
Potri.004G106600,P. trichocarpa,AT3G25180,A. thaliana,many-to-one
Potri.004G106700,P. trichocarpa,AT5G15930,A. thaliana,many-to-one
Potri.004G106800,P. trichocarpa,AT3G02470,A. thaliana,many-to-many
Potri.004G106800,P. trichocarpa,AT5G15950,A. thaliana,many-to-many
Potri.004G106900,P. trichocarpa,AT5G38720,A. thaliana,many-to-one
Potri.004G107000,P. trichocarpa,AT5G08120,A. thaliana,one-to-one
Potri.004G107100,P. trichocarpa,AT5G38760,A. thaliana,many-to-one
Potri.004G107300,P. trichocarpa,AT5G38760,A. thaliana,many-to-one
Potri.004G107500,P. trichocarpa,AT5G38760,A. thaliana,many-to-one
Potri.004G107700,P. trichocarpa,AT5G38760,A. thaliana,many-to-one
Potri.004G107800,P. trichocarpa,AT5G38760,A. thaliana,many-to-one
Potri.004G107900,P. trichocarpa,AT5G38760,A. thaliana,many-to-one
Potri.004G108000,P. trichocarpa,AT3G02490,A. thaliana,many-to-many
Potri.004G108000,P. trichocarpa,AT5G15980,A. thaliana,many-to-many
Potri.004G108200,P. trichocarpa,AT5G16000,A. thaliana,many-to-one
Potri.004G108300,P. trichocarpa,AT3G02380,A. thaliana,many-to-many
Potri.004G108300,P. trichocarpa,AT5G15840,A. thaliana,many-to-many
Potri.004G108800,P. trichocarpa,AT3G30725,A. thaliana,many-to-one
Potri.004G108900,P. trichocarpa,AT3G02360,A. thaliana,many-to-one
Potri.004G109000,P. trichocarpa,AT1G45215,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT1G45221,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT1G45223,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT1G57760,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT1G57775,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT1G57777,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT3G30383,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT3G30385,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT3G30387,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT3G44115,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT4G07515,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT4G08025,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G34881,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G34882,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G34883,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G34885,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G34887,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G34905,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G34908,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G42567,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G42955,A. thaliana,many-to-many
Potri.004G109000,P. trichocarpa,AT5G42957,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT1G45215,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT1G45221,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT1G45223,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT1G57760,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT1G57775,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT1G57777,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT3G30383,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT3G30385,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT3G30387,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT3G44115,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT4G07515,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT4G08025,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G34881,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G34882,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G34883,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G34885,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G34887,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G34905,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G34908,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G42567,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G42955,A. thaliana,many-to-many
Potri.004G109100,P. trichocarpa,AT5G42957,A. thaliana,many-to-many
Potri.004G109300,P. trichocarpa,AT3G29590,A. thaliana,many-to-many
Potri.004G109300,P. trichocarpa,AT3G29635,A. thaliana,many-to-many
Potri.004G109300,P. trichocarpa,AT5G39050,A. thaliana,many-to-many
Potri.004G109300,P. trichocarpa,AT5G39080,A. thaliana,many-to-many
Potri.004G109300,P. trichocarpa,AT5G39090,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT1G45215,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT1G45221,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT1G45223,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT1G57760,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT1G57775,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT1G57777,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT3G30383,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT3G30385,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT3G30387,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT3G44115,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT4G07515,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT4G08025,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G34881,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G34882,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G34883,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G34885,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G34887,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G34905,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G34908,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G42567,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G42955,A. thaliana,many-to-many
Potri.004G109400,P. trichocarpa,AT5G42957,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT1G45215,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT1G45221,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT1G45223,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT1G57760,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT1G57775,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT1G57777,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT3G30383,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT3G30385,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT3G30387,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT3G44115,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT4G07515,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT4G08025,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G34881,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G34882,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G34883,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G34885,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G34887,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G34905,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G34908,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G42567,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G42955,A. thaliana,many-to-many
Potri.004G109500,P. trichocarpa,AT5G42957,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT1G45215,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT1G45221,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT1G45223,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT1G57760,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT1G57775,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT1G57777,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT3G30383,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT3G30385,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT3G30387,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT3G44115,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT4G07515,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT4G08025,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT5G34881,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT5G34882,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT5G34883,A. thaliana,many-to-many
Potri.004G109600,P. trichocarpa,AT5G34885,A. thaliana,many-to-many
